job_id,op_seq,machine_id,proc_time_min,setup_included
J0067,4,WB3,6,1
J0067,4,WB4,7,1
J0068,1,WB1,6,1
J0068,1,WB2,7,1
J0068,1,WB3,8,1
J0068,1,WB4,9,1
J0068,2,LAB1,13,1
J0068,2,LAB2,13,1
J0068,2,LAB3,13,1
J0068,3,HOP1,27,1
J0068,3,HOP2,22,1
J0068,3,HOP6,23,1
J0068,4,WB1,7,1
J0068,4,WB2,5,1
J0068,4,WB3,6,1
J0068,4,WB4,6,1
J0069,1,WB1,8,1
J0069,1,WB2,7,1
J0069,1,WB3,7,1
J0069,1,WB4,7,1
J0069,2,LAB1,14,1
J0069,2,LAB2,13,1
J0069,2,LAB3,14,1
J0069,3,HOP1,29,1
J0069,3,HOP2,24,1
J0069,3,HOP6,24,1
J0069,4,WB1,6,1
J0069,4,WB2,6,1
J0069,4,WB3,6,1
J0069,4,WB4,6,1
J0070,1,WB1,8,1
J0070,1,WB2,7,1
J0070,1,WB3,8,1
J0070,1,WB4,7,1
J0070,2,LAB1,10,1
J0070,2,LAB2,11,1
J0070,2,LAB3,15,1
J0070,3,HOP3,27,1
J0070,3,HOP5,26,1
J0070,3,HOP6,21,1
J0070,4,WB1,5,1
J0070,4,WB2,6,1
J0070,4,WB3,5,1
J0070,4,WB4,6,1
J0071,1,WB1,8,1
J0071,1,WB2,7,1
J0071,1,WB3,8,1
J0071,1,WB4,7,1
J0071,2,LAB1,18,1
J0071,2,LAB2,17,1
J0071,2,LAB3,18,1
J0071,3,HOP1,32,1
J0071,3,HOP3,34,1
J0071,3,HOP4,24,1
J0071,3,HOP6,25,1
J0071,4,WB1,5,1
J0071,4,WB2,6,1
J0071,4,WB3,6,1
J0071,4,WB4,6,1
J0072,1,WB1,8,1
J0072,1,WB2,7,1
J0072,1,WB3,7,1
J0072,1,WB4,7,1
J0072,2,LAB1,11,1
J0072,2,LAB2,11,1
J0072,2,LAB3,10,1
J0072,3,HOP3,28,1
J0072,3,HOP5,29,1
J0072,3,HOP6,23,1
J0072,4,WB1,6,1
J0072,4,WB2,6,1
J0072,4,WB3,6,1
J0072,4,WB4,6,1
J0073,1,WB1,7,1
J0073,1,WB2,8,1
J0073,1,WB3,7,1
J0073,1,WB4,8,1
J0073,2,LAB1,14,1
J0073,2,LAB2,15,1
J0073,2,LAB3,15,1
J0073,3,HOP1,33,1
J0073,3,HOP3,39,1
J0073,3,HOP4,30,1
J0073,3,HOP6,27,1
J0073,4,WB1,6,1
J0073,4,WB2,7,1
J0073,4,WB3,6,1
J0073,4,WB4,8,1
J0074,1,WB1,6,1
J0074,1,WB2,7,1
J0074,1,WB3,7,1
J0074,1,WB4,8,1
J0074,2,LAB1,13,1
J0074,2,LAB2,14,1
J0074,2,LAB3,15,1
J0074,3,HOP1,28,1
J0074,3,HOP2,23,1
J0074,3,HOP6,22,1
J0074,4,WB1,6,1
J0074,4,WB2,6,1
J0074,4,WB3,6,1
J0074,4,WB4,6,1
J0075,1,WB1,7,1
J0075,1,WB2,7,1
J0075,1,WB3,8,1
J0075,1,WB4,8,1
J0075,2,LAB1,16,1
J0075,2,LAB2,16,1
J0075,2,LAB3,16,1
J0075,3,HOP1,38,1
J0075,3,HOP2,32,1
J0075,3,HOP6,27,1
J0075,4,WB1,6,1
J0075,4,WB2,6,1
J0075,4,WB3,6,1
J0075,4,WB4,7,1
J0076,1,WB1,7,1
J0076,1,WB2,7,1
J0076,1,WB3,8,1
J0076,1,WB4,7,1
J0076,2,LAB1,18,1
J0076,2,LAB2,18,1
J0076,2,LAB3,18,1
J0076,3,HOP1,35,1
J0076,3,HOP2,27,1
J0076,3,HOP6,31,1
J0076,4,WB1,6,1
J0076,4,WB2,6,1
J0076,4,WB3,6,1
J0076,4,WB4,7,1
J0077,1,WB1,9,1
J0077,1,WB2,8,1
J0077,1,WB3,8,1
J0077,1,WB4,8,1
J0077,2,LAB1,15,1
J0077,2,LAB2,14,1
J0077,2,LAB3,15,1
J0077,3,HOP1,38,1
J0077,3,HOP3,39,1
J0077,3,HOP4,32,1
J0077,3,HOP6,29,1
J0077,4,WB1,7,1
J0077,4,WB2,6,1
J0077,4,WB3,6,1
J0077,4,WB4,7,1
J0078,1,WB1,8,1
J0078,1,WB2,9,1
J0078,1,WB3,9,1
J0078,1,WB4,8,1
J0078,2,LAB1,15,1
J0078,2,LAB2,16,1
J0078,2,LAB3,14,1
J0078,3,HOP1,36,1
J0078,3,HOP3,33,1
J0078,3,HOP4,31,1
J0078,3,HOP6,29,1
J0078,4,WB1,5,1
J0078,4,WB2,6,1
J0078,4,WB3,6,1
J0078,4,WB4,6,1
J0079,1,WB1,9,1
J0079,1,WB2,8,1
J0079,1,WB3,8,1
J0079,1,WB4,8,1
J0079,2,LAB1,16,1
J0079,2,LAB2,13,1
J0079,2,LAB3,14,1
J0079,3,HOP1,31,1
J0079,3,HOP2,26,1
J0079,3,HOP6,23,1
J0079,4,WB1,6,1
J0079,4,WB2,6,1
J0079,4,WB3,6,1
J0079,4,WB4,6,1
J0080,1,WB1,8,1
J0080,1,WB2,8,1
J0080,1,WB3,7,1
J0080,1,WB4,7,1
J0080,2,LAB1,17,1
J0080,2,LAB2,19,1
J0080,2,LAB3,17,1
J0080,3,HOP1,37,1
J0080,3,HOP2,33,1
J0080,3,HOP6,29,1
J0080,4,WB1,6,1
J0080,4,WB2,6,1
J0080,4,WB3,6,1
J0080,4,WB4,6,1
J0081,1,WB1,7,1
J0081,1,WB2,8,1
J0081,1,WB3,9,1
J0081,1,WB4,8,1
J0081,2,LAB1,18,1
J0081,2,LAB2,14,1
J0081,2,LAB3,18,1
J0081,3,HOP1,35,1
J0081,3,HOP3,37,1
J0081,3,HOP4,28,1
J0081,3,HOP6,26,1
J0081,4,WB1,6,1
J0081,4,WB2,6,1
J0081,4,WB3,6,1
J0081,4,WB4,6,1
J0082,1,WB1,8,1
J0082,1,WB2,7,1
J0082,1,WB3,8,1
J0082,1,WB4,7,1
J0082,2,LAB1,13,1
J0082,2,LAB2,14,1
J0082,2,LAB3,13,1
J0082,3,HOP1,28,1
J0082,3,HOP2,24,1
J0082,3,HOP6,24,1
J0082,4,WB1,6,1
J0082,4,WB2,6,1
J0082,4,WB3,6,1
J0082,4,WB4,6,1
J0083,1,WB1,7,1
J0083,1,WB2,8,1
J0083,1,WB3,8,1
J0083,1,WB4,8,1
J0083,2,LAB1,16,1
J0083,2,LAB2,15,1
J0083,2,LAB3,16,1
J0083,3,HOP1,40,1
J0083,3,HOP3,35,1
J0083,3,HOP4,29,1
J0083,3,HOP6,31,1
J0083,4,WB1,5,1
J0083,4,WB2,6,1
J0083,4,WB3,6,1
J0083,4,WB4,6,1
J0084,1,WB1,7,1
J0084,1,WB2,8,1
J0084,1,WB3,9,1
J0084,1,WB4,7,1
J0084,2,LAB1,15,1
J0084,2,LAB2,13,1
J0084,2,LAB3,11,1
J0084,3,HOP1,25,1
J0084,3,HOP3,25,1
J0084,3,HOP4,25,1
J0084,3,HOP6,20,1
J0084,4,WB1,5,1
J0084,4,WB2,6,1
J0084,4,WB3,6,1
J0084,4,WB4,7,1
J0085,1,WB1,8,1
J0085,1,WB2,8,1
J0085,1,WB3,8,1
J0085,1,WB4,8,1
J0085,2,LAB1,17,1
J0085,2,LAB2,18,1
J0085,2,LAB3,18,1
J0085,3,HOP1,34,1
J0085,3,HOP2,29,1
J0085,3,HOP6,29,1
J0085,4,WB1,6,1
J0085,4,WB2,6,1
J0085,4,WB3,6,1
J0085,4,WB4,9,1
J0086,1,WB1,8,1
J0086,1,WB2,8,1
J0086,1,WB3,8,1
J0086,1,WB4,7,1
J0086,2,LAB1,16,1
J0086,2,LAB2,17,1
J0086,2,LAB3,17,1
J0086,3,HOP1,36,1
J0086,3,HOP2,27,1
J0086,3,HOP6,30,1
J0086,4,WB1,6,1
J0086,4,WB2,8,1
J0086,4,WB3,8,1
J0086,4,WB4,6,1
J0087,1,WB1,8,1
J0087,1,WB2,7,1
J0087,1,WB3,9,1
J0087,1,WB4,7,1
J0087,2,LAB1,19,1
J0087,2,LAB2,15,1
J0087,2,LAB3,18,1
J0087,3,HOP1,34,1
J0087,3,HOP2,26,1
J0087,3,HOP6,26,1
J0087,4,WB1,6,1
J0087,4,WB2,6,1
J0087,4,WB3,6,1
J0087,4,WB4,6,1
J0088,1,WB1,7,1
J0088,1,WB2,7,1
J0088,1,WB3,8,1
J0088,1,WB4,8,1
J0088,2,LAB1,12,1
J0088,2,LAB2,11,1
J0088,2,LAB3,13,1
J0088,3,HOP1,30,1
J0088,3,HOP3,31,1
J0088,3,HOP4,24,1
J0088,3,HOP6,25,1
J0088,4,WB1,6,1
J0088,4,WB2,6,1
J0088,4,WB3,6,1
J0088,4,WB4,6,1
J0089,1,WB1,8,1
J0089,1,WB2,8,1
J0089,1,WB3,8,1
J0089,1,WB4,8,1
J0089,2,LAB1,14,1
J0089,2,LAB2,13,1
J0089,2,LAB3,15,1
J0089,3,HOP1,35,1
J0089,3,HOP2,23,1
J0089,3,HOP6,26,1
J0089,4,WB1,6,1
J0089,4,WB2,6,1
J0089,4,WB3,6,1
J0089,4,WB4,6,1
J0090,1,WB1,8,1
J0090,1,WB2,7,1
J0090,1,WB3,9,1
J0090,1,WB4,8,1
J0090,2,LAB1,12,1
J0090,2,LAB2,13,1
J0090,2,LAB3,14,1
J0090,3,HOP1,29,1
J0090,3,HOP2,25,1
J0090,3,HOP6,23,1
J0090,4,WB1,6,1
J0090,4,WB2,6,1
J0090,4,WB3,6,1
J0090,4,WB4,6,1
J0091,1,WB1,8,1
J0091,1,WB2,7,1
J0091,1,WB3,7,1
J0091,1,WB4,7,1
J0091,2,LAB1,18,1
J0091,2,LAB2,20,1
J0091,2,LAB3,17,1
J0091,3,HOP1,32,1
J0091,3,HOP3,32,1
J0091,3,HOP4,26,1
J0091,3,HOP6,26,1
J0091,4,WB1,5,1
J0091,4,WB2,6,1
J0091,4,WB3,6,1
J0091,4,WB4,6,1
J0092,1,WB1,8,1
J0092,1,WB2,8,1
J0092,1,WB3,10,1
J0092,1,WB4,8,1
J0092,2,LAB1,15,1
J0092,2,LAB2,15,1
J0092,2,LAB3,15,1
J0092,3,HOP1,42,1
J0092,3,HOP3,41,1
J0092,3,HOP4,22,1
J0092,3,HOP6,29,1
J0092,4,WB1,6,1
J0092,4,WB2,6,1
J0092,4,WB3,6,1
J0092,4,WB4,6,1
J0093,1,WB1,7,1
J0093,1,WB2,7,1
J0093,1,WB3,8,1
J0093,1,WB4,7,1
J0093,2,LAB1,12,1
J0093,2,LAB2,10,1
J0093,2,LAB3,12,1
J0093,3,HOP3,24,1
J0093,3,HOP5,25,1
J0093,3,HOP6,19,1
J0093,4,WB1,6,1
J0093,4,WB2,8,1
J0093,4,WB3,6,1
J0093,4,WB4,6,1
J0094,1,WB1,8,1
J0094,1,WB2,8,1
J0094,1,WB3,9,1
J0094,1,WB4,8,1
J0094,2,LAB1,11,1
J0094,2,LAB2,13,1
J0094,2,LAB3,12,1
J0094,3,HOP1,32,1
J0094,3,HOP3,31,1
J0094,3,HOP4,26,1
J0094,3,HOP6,23,1
J0094,4,WB1,6,1
J0094,4,WB2,9,1
J0094,4,WB3,8,1
J0094,4,WB4,7,1
J0095,1,WB1,8,1
J0095,1,WB2,8,1
J0095,1,WB3,9,1
J0095,1,WB4,8,1
J0095,2,LAB1,13,1
J0095,2,LAB2,13,1
J0095,2,LAB3,13,1
J0095,3,HOP1,28,1
J0095,3,HOP2,21,1
J0095,3,HOP6,22,1
J0095,4,WB1,6,1
J0095,4,WB2,6,1
J0095,4,WB3,6,1
J0095,4,WB4,6,1
J0096,1,WB1,7,1
J0096,1,WB2,7,1
J0096,1,WB3,7,1
J0096,1,WB4,7,1
J0096,2,LAB1,11,1
J0096,2,LAB2,9,1
J0096,2,LAB3,10,1
J0096,3,HOP1,25,1
J0096,3,HOP3,30,1
J0096,3,HOP4,22,1
J0096,3,HOP6,21,1
J0096,4,WB1,6,1
J0096,4,WB2,6,1
J0096,4,WB3,6,1
J0096,4,WB4,6,1
